OSM_ID,Latitude,Longitude,Name,Transit,Finance,Education,Retail,Civic,Healthcare,Food_Place,Government,Parking_Lot,PSGC,UrbanRural_2020CPH,Population_2020,Cluster
3959677404,16.0026096,120.6690212,TGP,4,0,0,0,1,1,15,0,0,105506017.0,U,"1,546",1
3960830658,6.756216,125.3546497,Mercury Drug,3,23,2,0,6,4,57,0,0,1102403028.0,U,"16,942",1
3967409271,14.6921469,120.9696953,Mercury Drug,0,46,5,4,19,14,105,0,7,1381600008.0,U,"41,275",3
3973516407,6.8824442,126.086425,,0,0,1,0,3,0,1,0,0,1102510010.0,R,"2,684",1
3975110890,14.5982084,121.0384537,Beijing Tong Ren Tang,5,202,11,5,29,31,459,0,50,1381400009.0,U,"6,275",0
4000734376,11.1658681,123.7186339,R & F Pharmacy,0,2,2,0,4,2,2,0,0,702209022.0,U,"3,225",1
4001971094,11.0496502,124.0054281,Bogo Health Shoppe,2,13,0,0,4,3,12,0,0,702211016.0,U,354,1
4001971095,11.0561354,124.0122395,Bogo Health Shoppe,1,13,0,0,3,3,12,0,0,702211011.0,U,"10,548",1
4001971106,11.050455,124.0055932,Evercare,1,13,0,0,4,3,12,0,0,702211016.0,U,354,1
4001971109,11.0507209,124.0055444,Generika,1,13,0,0,3,3,12,0,0,702211024.0,U,357,1
4001971131,11.0552812,124.0136359,Rose Pharmacy,1,13,0,0,3,3,12,0,0,702211011.0,U,"10,548",1
4001971132,11.0562431,124.0122113,Royal Jazz,1,13,0,0,3,3,12,0,0,702211011.0,U,"10,548",1
4003155587,11.1658672,123.7194831,Generika,0,2,2,0,4,2,2,0,0,702209022.0,U,"3,225",1
4006877000,10.4923302,124.0294115,Rose Pharmacy,0,1,1,0,0,0,5,0,0,702223033.0,U,"16,150",1
4006928875,6.1191492,125.1795971,Rose Pharmacy,4,43,7,0,9,14,114,0,2,1230800034.0,U,"24,343",1
4011240946,16.0035904,120.6685024,Petty's Pharmacy,4,0,0,0,1,1,14,0,0,105506017.0,U,"1,546",1
4011240954,16.0026864,120.6692395,Generika,4,0,0,0,1,1,15,0,0,105506017.0,U,"1,546",1
4011240957,16.0027372,120.669374,Primicias Pharmacy,4,0,0,0,1,1,15,0,0,105506017.0,U,"1,546",1
4011240959,16.0028416,120.6699546,Parmacia Pine,4,0,0,0,1,1,15,0,0,105506016.0,R,"2,471",1
4014314698,14.3621766,121.0567081,Generika,3,38,13,0,11,7,95,0,7,403425010.0,U,"4,286",1
4014314701,14.3624501,121.0571812,TGP,3,38,13,0,11,7,93,0,7,403425010.0,U,"4,286",1
4016460411,14.3630589,121.0573351,Rose Pharmacy,2,37,13,0,9,7,92,0,7,403425011.0,U,"5,771",1
4016739596,14.4160683,121.0406868,Watsons,4,59,7,2,16,16,242,0,6,1380800001.0,U,"71,075",3
4019352254,8.7114259,125.7583087,Stellar Drug,0,5,1,0,5,0,6,0,0,1600301024.0,U,"12,632",1
4020783791,8.507062,125.9790202,Farmacia Merica,7,12,6,0,1,2,30,0,1,1600308016.0,U,"2,492",1
4023640033,15.9757114,120.5699081,Saint Joseph Drug,4,42,3,1,2,5,96,0,0,105546032.0,U,"7,285",1
4024969644,9.079018,126.1984257,Botika ng Bayan,1,8,1,1,3,10,29,0,0,1606819006.0,U,"3,754",1
4024974947,9.0772186,126.1979381,Percy Pharmacy,1,8,1,1,3,10,29,0,0,1606819002.0,U,"5,419",1
4024980434,9.0754812,126.1980604,Generic Pharmacy,1,8,1,1,3,10,29,0,0,1606819002.0,U,"5,419",1
4025086250,9.0762639,126.196728,Dr. Ruth Pharmacy,1,8,1,1,3,10,29,0,0,1606819006.0,U,"3,754",1
4029249526,9.0727706,126.1943071,Clarit Pharmacy,1,8,1,1,3,10,29,0,0,1606819022.0,U,"7,881",1
4029249916,9.0727453,126.1943137,Yvonne Pharmacy,1,8,1,1,3,10,29,0,0,1606819022.0,U,"7,881",1
4034184094,14.6050745,121.1048677,TGP,5,48,17,2,16,9,103,0,11,1381200011.0,U,"88,078",3
4035979748,11.1652175,123.7191317,Botica Cesa,0,2,2,0,4,2,2,0,0,702209022.0,U,"3,225",1
4035979749,11.1656274,123.7188804,Botica Suba,0,2,2,0,4,2,2,0,0,702209022.0,U,"3,225",1
4035979756,11.1650581,123.7177429,Pacinio Pharma,0,2,2,0,3,2,2,0,0,702209022.0,U,"3,225",1
4039440241,8.1838731,125.8564606,Gido Pharmacy,1,1,0,1,2,2,8,0,0,1600305005.0,U,"7,107",1
4043025229,14.59812,121.045637,MedExpress,3,216,8,2,16,24,502,0,51,1381400021.0,U,"15,212",0
4043111502,10.2605119,123.8405988,ThreeSixty Pharmacy,6,13,1,0,6,4,47,0,0,702250016.0,U,"17,522",1
4045785896,14.0691593,121.3247087,Farmacia Helena 1,5,67,6,0,12,42,119,0,0,403424031.0,U,85,3
4045785898,14.0692998,121.3247979,Kay-Zee Pharmacy,5,67,6,0,12,42,119,0,0,403424031.0,U,85,3
4062791526,11.9971013,120.2026224,TGP,3,7,0,0,3,2,77,0,2,1705309018.0,U,342,1
4064459150,11.9991908,120.2066136,Xion's Pharmacy,3,7,0,0,3,2,77,0,2,1705309016.0,U,"5,730",1
4066193247,10.2670005,123.8427322,Watsons,6,13,3,0,6,4,36,0,2,702250001.0,U,"12,360",1
4069757616,10.3173591,119.3444395,Mercury Drug,0,2,2,0,3,1,10,0,0,1705318029.0,U,742,1
4073869815,11.8923673,120.0235381,TGP,0,0,0,1,0,0,3,0,0,1705322007.0,R,"1,479",1
4077640801,14.7000865,121.0669551,Mercury Drug,5,23,19,2,16,9,120,0,13,1381300041.0,U,"61,813",3
4077716883,14.4819361,121.3060487,Eight Glory Pharmacy,7,1,0,0,0,0,13,0,0,405810010.0,R,"1,623",1
4077716886,14.4976953,121.2850769,Generika,7,14,2,1,2,1,25,0,2,405812005.0,U,"9,148",1
4077717489,14.4955815,121.290558,Mercury Drug,9,14,2,1,2,2,29,0,2,405812011.0,U,"30,160",1
4077717497,14.4949369,121.2910119,Watsons,9,14,2,1,2,2,29,0,2,405812011.0,U,"30,160",1
4080969236,14.6866848,120.9579899,Santa Rita Pharmacy,0,32,6,3,16,8,70,0,7,1380400017.0,U,"13,461",1
4080969238,14.6872225,120.9576418,Generika,0,32,6,3,15,8,64,0,7,1380400017.0,U,"13,461",1
4081573405,14.5880558,121.0886484,Southstar Drug,3,48,8,3,12,17,152,0,22,1381200017.0,U,"73,979",3
4084432156,8.5082525,125.9784459,Botica Hibaya,7,12,6,0,1,2,30,0,1,1600308016.0,U,"2,492",1
4084432161,8.5068447,125.9773971,Botica Hibaya Ⅲ,7,12,6,0,1,2,30,0,1,1600308018.0,U,"3,392",1
4084481037,12.272629,120.3642101,,0,0,0,1,0,1,0,0,0,1705309025.0,R,"1,854",1
4089307761,14.567382,120.9922069,Watsons,8,210,22,3,38,66,586,1,21,1380610024.0,U,"4,154",0
4102552490,15.0924704,120.8276905,Mercury Drug,1,1,2,0,2,7,1,0,0,305405005.0,R,"1,609",1
4102646989,15.0925818,120.8278196,South Star Drug,1,1,2,0,2,7,1,0,0,305405005.0,R,"1,609",1
4104055489,15.166942,120.5897704,Mercury Drug,19,49,9,1,19,22,383,0,5,330100003.0,U,"42,274",3
4104055589,15.1665077,120.5902446,South Star Drug,19,49,9,1,19,21,381,0,5,330100003.0,U,"42,274",3
4104069089,15.1623098,120.6091792,Mercury Drug,2,19,2,0,14,4,83,0,7,330100019.0,U,"20,675",1
4104360989,15.4705283,120.9554111,South Star Drug,11,22,6,0,6,7,58,0,7,304903073.0,U,"8,772",1
4104361189,15.4699541,120.9551086,TGP,11,18,6,0,6,6,57,0,6,304903092.0,U,"4,756",1
4107717623,14.3514697,121.0638558,Farmacia ni Dok,4,31,12,0,8,5,58,0,4,403425005.0,U,"33,235",1
4108111808,7.0800607,125.6036986,Mercury Drug,5,135,25,2,37,43,817,2,36,1130700143.0,U,"7,867",0
4109207290,8.2157473,124.2321206,Salam Pharmacy,0,15,4,0,11,0,37,0,0,1030900030.0,U,"33,243",1
4109211994,8.2165075,124.2317757,,0,16,4,0,11,0,37,0,0,1030900030.0,U,"33,243",1
4110757347,11.9523102,121.9304622,G&C Medicine Center,0,18,1,0,2,2,150,0,0,600412010.0,U,"20,504",1
4111123789,10.2940591,123.8936631,Botica Lab,3,93,16,0,17,18,226,0,20,730600051.0,U,"2,743",3
4111666631,14.5990505,120.9815898,East Asia Chinese Drugstore,13,315,48,0,32,30,617,1,20,1380603016.0,U,"1,378",0
4115434189,14.2862909,122.6936433,Nazarene Drug Store,4,3,0,0,1,2,3,0,0,501605015.0,U,"1,660",1
4115736730,14.3427096,121.0365182,TGP,4,3,3,0,9,0,37,0,1,403425021.0,R,"3,797",1
4115945394,7.058168,125.5686683,TGP,4,18,8,0,19,3,63,1,6,1130700075.0,U,"41,407",1
4118538700,14.7462864,121.1388112,Montalban Infirmary Pharmacy,1,5,6,0,6,1,17,0,7,405808010.0,U,"141,819",1
4118851369,14.5934048,121.0273754,Watson's,7,113,12,6,48,27,357,0,37,1380500009.0,U,"4,529",0
4120161989,10.4702043,123.6989842,Three Sixty Pharmacy-WCIP,0,3,0,0,0,0,2,0,0,702208006.0,U,"14,093",1
4121009604,15.7594115,121.5611274,Gresan,5,4,3,0,2,0,38,0,2,307701004.0,R,324,1
4125081991,14.678555,120.5412188,Consumer's Drug,0,32,4,1,3,2,48,0,7,300803013.0,U,736,1
4127565590,16.5107481,121.1848268,Reta Drug,5,12,2,0,1,9,27,0,0,205013012.0,U,"6,405",1
4128062956,14.6193684,121.1697615,Mercury Drug,5,2,7,0,11,3,16,0,2,405802003.0,U,"77,207",1
4129428940,8.4664749,124.6441728,Rose Pharmacy,0,48,10,1,11,2,104,1,4,1030500056.0,U,"23,235",1
4130733391,8.1890773,124.0860602,Pharmalex,2,0,1,1,3,1,1,1,0,1003507010.0,R,"3,866",1
4131644589,10.3013592,123.9620252,ThreeSixty Pharmacy,13,30,15,1,7,8,102,0,0,731100005.0,U,"71,990",3
4132473810,7.89649,123.7690038,Mercury Drug,1,1,0,0,1,2,3,0,0,1003505036.0,U,"11,567",1
4132554390,7.8991782,123.7705643,RM Health Meds,1,1,0,0,1,2,3,0,0,1003505036.0,U,"11,567",1
4134377231,13.9246872,121.4256686,Bosita Zamora Pharmacy,0,8,0,0,1,0,8,0,0,405608019.0,U,"16,237",1
4140178998,12.3635974,123.6259256,Southstar Drug,1,13,2,0,7,2,28,0,0,504111024.0,U,"12,654",1
4140253989,12.3690952,123.6174827,Southstar Drug,1,13,2,0,6,2,27,0,0,504111006.0,U,"1,446",1
4142066789,10.8923177,123.4118015,Mercury Drug,1,1,1,1,2,0,6,0,0,,,,1
4143902589,14.0705078,121.3240565,South Star Drug,5,67,6,0,12,42,118,0,1,403424030.0,U,620,3
4143979201,14.4435498,120.9983306,Mercury Drug,3,55,15,1,17,21,298,0,7,1380200018.0,U,"32,963",3
4144733184,13.7926329,121.0712936,Watsons,2,9,0,0,1,1,31,0,1,401005003.0,U,"10,214",1
4153380493,7.0564356,124.6770497,Botika Rigil,1,0,0,0,1,0,3,0,1,1204712050.0,U,"9,902",1
4153398090,7.0556256,124.6767638,Mavic,1,0,0,0,1,0,3,0,1,1204712050.0,U,"9,902",1
4153692790,12.499041,124.641397,South Star Drugstore,6,17,10,0,9,6,16,0,0,804805069.0,U,365,1
4154566228,8.5075045,125.976962,2N Drugstore,7,12,6,0,1,2,30,0,1,1600308018.0,U,"3,392",1
4154762367,12.0690413,124.5950419,Botika ng Bayan,10,13,3,1,9,5,18,0,3,806003048.0,U,512,1
4155556666,14.3421776,121.0464541,Generika,5,5,3,0,8,1,42,0,1,403425023.0,U,"12,433",1
4155639717,13.8957996,120.905355,Mercury Drug,6,16,7,1,9,6,37,0,1,401012021.0,U,"1,971",1
4157403495,13.6213062,123.2002934,South Star Drug,16,58,17,0,5,13,130,0,1,501724010.0,U,"25,139",3
4159408550,14.530211,120.9971344,Southstar Drug,12,135,12,2,20,19,676,1,20,1381000001.0,U,"33,850",0
4160356789,7.2438943,125.0534751,P&B Pharmacy,2,2,0,0,1,0,2,0,0,1204715011.0,U,"7,423",1
4160356989,7.2440212,125.0534491,Melgrace Pharmacy,2,2,0,0,1,0,2,0,0,1204715011.0,U,"7,423",1
4164287874,13.7575276,121.0574245,Farmacia ni Dok,2,55,4,0,11,72,143,0,2,401005062.0,U,101,3
4164287880,13.744211,121.0701613,TGP,2,24,2,1,4,50,71,0,3,401005036.0,U,"12,256",3
4164335290,10.7398082,122.9675902,Mercury Drug,3,8,0,0,10,0,44,0,0,,,,1
4164336391,10.6823309,122.9574401,Mercury Drug,5,37,4,0,10,10,153,0,5,,,,1
4166661492,8.2266686,124.2544169,,0,21,7,0,16,1,64,0,0,1030900016.0,U,"10,778",1
4167368360,10.3312438,123.8980653,KLY Pharmacy,5,76,16,3,12,10,390,0,13,730600041.0,U,"45,853",3
4167606766,13.7559159,121.0589061,Safemed Drugstore,2,55,4,1,11,73,145,0,3,401005072.0,U,261,3
4167606767,13.7573696,121.0567286,TGP,2,55,4,0,11,72,141,0,2,401005069.0,U,94,3
4174584561,16.4199491,120.5974602,Circle Drug,11,92,23,3,29,32,656,0,10,1430300111.0,U,"1,125",0
4174584587,16.4189667,120.5967999,Mercury Drug,11,93,25,3,29,33,664,0,12,1430300111.0,U,"1,125",0
4175146290,14.5560801,121.0211319,,5,468,15,3,17,48,855,0,44,1380300025.0,U,"14,054",0
4175929291,14.610753,120.9950871,Mercury Drug,21,174,61,3,50,33,478,1,12,1380606058.0,U,"1,039",0
4177432010,14.5979318,120.9847908,Imart Pharmacy,13,324,51,0,39,33,643,1,20,1380603013.0,U,"4,073",0
4177506743,14.5972794,121.0396815,Watson's,2,200,11,5,27,30,447,0,49,1381400021.0,U,"15,212",0
4177513036,14.6005824,120.9848066,K2 Drugs,17,320,50,0,40,30,630,1,20,1380603014.0,U,"1,433",0
4177513037,14.6004275,120.9847073,Mercury Drug,16,320,50,0,39,30,632,1,20,1380603014.0,U,"1,433",0
4177880824,14.3645321,121.0560402,TGP,2,34,12,0,11,7,93,0,7,403425017.0,R,"3,892",1
4178493106,14.5983261,120.9820213,Watsons,12,327,49,0,33,30,633,1,20,1380603015.0,U,"1,248",0
4182456192,10.1009726,122.8697667,TGP,2,0,1,0,0,0,1,0,0,,,,1
4182782394,13.9461277,121.1556399,Southstar Drug,4,42,7,0,8,24,170,0,8,401014009.0,U,"19,278",3
4185577687,13.982913,121.3283036,Watsons,3,1,0,0,1,1,5,0,1,405648015.0,U,"9,498",1
4185603083,14.5973096,120.9781019,Mercury Drug,5,312,40,0,30,32,588,0,17,1380602005.0,U,"2,279",0
4185687490,14.6007078,120.9758779,Mercury Drug,7,287,42,0,30,26,560,1,17,1380602004.0,U,"1,093",0
4186721090,14.5946286,121.0274484,TGP,7,117,13,6,44,28,365,0,37,1380500009.0,U,"4,529",0
4187178105,14.4101452,121.0460932,Generika,4,49,11,1,19,19,175,0,6,1380800002.0,U,"39,150",3
4192886605,14.6530719,121.1029189,Generika,9,38,14,1,18,18,222,0,19,1380700003.0,U,"44,683",3
4195029996,10.2981512,123.8848067,TGP,4,91,21,2,29,17,277,0,21,730600040.0,U,"32,825",3
4195376507,10.482551,123.4213085,Botica ng Bayan,0,10,5,0,10,2,27,1,0,,,,1
4195511672,10.4826248,123.419557,James Pharmacy,0,10,5,0,10,2,27,1,0,,,,1
4195512612,10.4825932,123.418983,RJL City Pharma,0,10,5,0,10,2,27,1,0,,,,1
4195554037,10.4872983,123.4144259,Farmacia Rosela,0,10,5,0,15,2,30,1,0,,,,1
4197115089,12.4970139,124.6399932,Rose Pharmacy,6,17,10,0,9,6,16,0,0,804805071.0,U,"3,149",1
4197369564,13.7645898,121.0560901,Mercury Drug,2,58,8,0,12,72,148,0,2,401005014.0,U,"10,769",3
4198267792,15.0636189,120.7203919,TGP,0,3,0,0,4,12,16,0,1,305413024.0,U,"5,756",1
4198654044,13.7566819,121.0560909,Botika Xpres,1,55,4,0,11,72,139,0,2,401005069.0,U,94,3
4199750302,10.2080941,123.7582068,Rose Pharmacy,1,4,0,0,0,0,23,0,0,702234009.0,U,406,1
4200118724,14.5585194,121.2110195,The Generic Pharmacy,2,6,2,0,2,0,12,0,0,405814008.0,U,"2,639",1
4200118731,14.558644,121.21042,Generika,2,6,2,0,2,1,12,0,0,405814008.0,U,"2,639",1
4200199389,15.0397835,120.6821629,Mercury Drugstore,8,51,16,0,11,11,142,0,37,305416010.0,U,"20,542",3
4203553305,10.2948003,123.8904696,Generika,5,93,18,1,20,19,237,0,20,730600068.0,U,"5,327",3
4203987190,10.3054639,123.8945083,Dr. Iben Ting Pharmacy,9,144,24,1,27,29,479,0,27,730600065.0,U,"12,173",0
4208138296,10.4891014,122.9887923,Our Community Pharmacy,0,0,0,0,0,0,1,0,0,,,,1
4211812734,8.7437392,124.775035,Magsalay Phrmacy,2,1,0,0,1,0,3,0,0,1004302022.0,U,"2,426",1
4213419306,17.0894946,120.9769403,Gram Circle Pharmacy,13,5,1,1,1,2,27,0,0,1404404016.0,U,"2,946",1
4213717048,17.0896058,120.9769381,Curamed Pharmacy,13,5,1,1,1,2,27,0,0,1404404016.0,U,"2,946",1
4214665138,8.4769976,124.6455503,Rose Pharmacy,3,77,12,2,15,6,182,1,7,1030500024.0,U,93,3
4214665141,8.4770291,124.6450141,Generika Drugstore,3,77,12,1,16,6,181,1,7,1030500036.0,U,34,3
4215309892,14.4250072,120.9437697,TGP,5,25,13,0,18,17,94,0,2,402109084.0,U,"3,677",3
4215309895,14.4232814,120.9641579,Generika Drugstore,2,7,6,0,5,3,46,0,1,402103004.0,U,"11,168",1
4215310789,14.4226898,120.9415692,Generika,5,26,14,0,20,23,98,0,2,402109022.0,U,"1,490",3
4215728895,17.088051,120.9767348,Archog Pharmacy,13,5,1,1,1,2,27,0,0,1404404016.0,U,"2,946",1
4216921989,14.6101267,121.0921383,Mercury Drug,5,87,14,6,18,16,235,0,23,1381200006.0,U,"19,804",3
4216936390,14.5586209,121.0834156,Mercury Drug,4,55,25,3,47,17,79,0,30,1381200023.0,U,"2,602",3
4216936393,14.6192214,121.0988915,Mercury Drug,7,78,14,5,24,26,209,0,24,1381200006.0,U,"19,804",3
4216939392,14.5909564,121.0868365,Mercury Drug,4,56,8,3,12,19,179,0,20,1381200017.0,U,"73,979",3
4217096897,14.5849108,121.0582865,Mercury Drug,2,325,13,3,16,19,645,0,56,1380500027.0,U,"10,678",0
4217096997,14.5765881,121.0593468,Mercury Drug,3,329,12,6,20,21,639,0,64,1381200019.0,U,"11,727",0
4217096998,14.589317,121.0350845,Mercury Drug,4,159,13,5,33,28,371,0,45,1380500011.0,U,"6,715",0
4217098092,14.5814027,121.0544855,Mercury Drug,2,329,12,4,21,21,631,0,60,1380500027.0,U,"10,678",0
4217156092,14.5793986,121.0462793,Mercury Drug,4,320,16,4,21,24,665,0,61,1380500013.0,U,"43,267",0
4217156093,14.5940303,121.0272844,Mercury Drug,7,117,13,6,45,28,364,0,38,1380500009.0,U,"4,529",0
4217156094,14.6049714,121.0228386,Mercury Drug,7,111,15,6,46,32,342,0,33,1381400013.0,U,"4,135",0
4217180089,14.6180071,121.0999497,Mercury Drug,7,77,14,3,21,22,189,0,23,1381200006.0,U,"19,804",3
4218561889,14.8019533,121.0354245,Watsons,4,7,12,0,5,3,32,0,3,301420007.0,U,"127,506",1
4218799591,14.6571185,121.0056735,Mercury Drug,4,72,12,0,22,18,129,0,13,1381300003.0,U,"33,629",3
4219087190,14.6204833,121.051405,Mercury Drug,17,164,28,2,31,36,504,0,35,1381300115.0,U,"22,227",0
4219255094,14.6211916,121.0514194,Mercury Drug,17,156,30,2,30,38,487,0,37,1381300115.0,U,"22,227",0
4219257092,14.6221618,121.0518453,Mercury Drug,17,145,32,2,30,38,452,0,36,1381300115.0,U,"22,227",0
4219892591,14.8337993,120.7335044,TGP,13,11,3,0,11,2,9,0,1,301409019.0,U,"7,522",1
4223037489,14.9122253,120.5649841,Mercury Drug,0,7,1,0,1,9,7,0,1,305408034.0,U,"17,700",1
4223950189,14.6339034,121.0192528,Mercury Drug,5,164,20,3,33,24,426,0,16,1381300104.0,U,"3,945",0
4223957616,14.6385388,121.0031731,Mercury Drug,5,109,14,0,25,8,183,0,12,1381300112.0,U,"2,072",3
4223958731,14.6514885,121.0335982,Mercury Drug,3,148,25,5,34,29,438,0,34,1381300009.0,U,"29,389",0
4223973391,14.675221,121.04337,Mercury Drug,3,51,15,5,22,12,182,0,7,1381300120.0,U,"83,114",3
4223973402,14.6532636,121.0333637,Mercury Drug,2,142,22,5,32,28,394,0,29,1381300009.0,U,"29,389",0
4223993520,14.6542544,121.0328803,Mercury Drug,2,136,22,4,34,26,380,0,28,1381300009.0,U,"29,389",0
4224005094,14.6538118,121.0319734,Mercury Drug,2,138,22,4,35,26,388,0,28,1381300009.0,U,"29,389",0
4224562598,14.6256006,121.0106995,Mercury Drug,10,149,17,4,29,25,298,0,11,1381300121.0,U,"55,404",0
4224574292,14.7196622,121.0397144,Mercury Drug,6,30,14,2,14,15,98,0,6,1381300070.0,U,"15,468",3
4224574293,14.7216219,121.0400361,Mercury Drug,6,30,14,2,15,15,114,0,10,1381300070.0,U,"15,468",3
4224611089,14.7245792,121.0415061,Mercury Drug,8,34,14,2,16,17,125,0,8,1381300106.0,U,"51,834",3
4229166317,13.1405804,123.7469997,JRI Pharmaceuticals,6,46,9,0,1,20,79,0,79,500506015.0,U,"1,522",3
4230536291,14.6960515,121.1206439,TGP,0,5,4,2,1,1,10,0,2,405811005.0,U,"35,121",1
4231233905,8.5083098,125.9785204,VMB Pharma,7,12,6,0,1,2,30,0,1,1600308016.0,U,"2,492",1
4233555392,15.9265345,120.3482272,Mercury Drug,2,13,3,0,2,5,42,0,14,105532076.0,U,"1,385",1
4233642689,15.9277966,120.3478973,TGP,2,13,3,0,2,5,42,0,14,105532076.0,U,"1,385",1
4233823027,15.0608682,120.7193719,Krizlanz Pharmacy,0,4,0,0,4,11,18,0,2,305413018.0,U,"3,194",1
4234979689,14.6822851,121.0679053,TGP,2,30,18,1,25,6,164,0,19,1381300080.0,U,"110,738",3
4234979790,14.6818879,121.0695877,Botika Ng Barangay,1,30,19,1,25,5,163,0,15,1381300080.0,U,"110,738",3
4235395189,14.6786786,121.0819644,TGP,3,26,19,1,18,4,153,0,9,1381300140.0,U,"111,901",3
4235563720,14.0741019,121.1507637,Watsons,2,15,8,0,4,2,18,0,1,401031016.0,U,"23,987",1
4241405630,11.4733154,123.0883565,Mercury Drug,3,1,1,0,16,2,2,0,0,603005017.0,U,"1,426",1
4244252820,8.4806028,124.6479342,Complete Solutions Pharmacy,3,77,14,2,17,6,183,1,6,1030500077.0,U,476,3
4245431850,10.6638965,122.9681624,Mercury Drug,8,24,6,1,13,4,78,0,1,,,,1
4245905290,14.7520329,121.0587396,,5,18,13,2,25,12,73,1,5,1380100178.0,U,"110,224",3
4247856043,14.3463777,120.9814062,Watsons Pharmacy,0,6,1,0,6,1,7,0,1,402106011.0,U,"78,778",1
4247890394,14.8408239,120.7637852,TGP,3,0,1,0,10,0,3,0,0,301409017.0,U,"5,698",1
4247890898,14.8402271,120.7401948,TGP,10,11,2,0,10,1,10,0,1,301409008.0,U,"10,387",1
4247911292,14.8339611,120.7335399,Shop More Grocery & Drugstore,13,11,3,0,11,2,9,0,1,301409023.0,U,"4,554",1
4253823106,13.3581033,123.730772,Earl Pharma,8,16,2,0,1,9,38,0,3,500517031.0,U,"1,397",1
4253823108,13.358249,123.729948,JMed Pharmacy,9,16,2,0,1,9,39,0,3,500517031.0,U,"1,397",1
4256844097,8.1450147,123.8436773,Farmacia Susana,5,29,5,0,9,2,31,0,0,1004210051.0,U,743,1
4256844098,8.1451585,123.8435147,Mercury Drug,5,29,6,0,9,2,31,0,0,1004210051.0,U,743,1
4257954592,14.839372,120.7515022,TGP,8,8,3,0,14,1,7,0,0,301409017.0,U,"5,698",1
4258218193,7.7294048,125.1008783,Hillgrace Pharmacy,2,3,1,0,0,0,7,0,0,1001317028.0,U,"17,078",1
4258258295,7.7284582,125.1015416,Immaculate Pharmacy,2,3,1,0,0,0,7,0,0,1001317028.0,U,"17,078",1
4258259094,7.729061,125.1010748,Rojon,2,3,1,0,0,0,7,0,0,1001317028.0,U,"17,078",1
4258267891,7.7295301,125.1007754,Bupharco,2,3,1,0,0,0,7,0,0,1001317028.0,U,"17,078",1
4258270489,7.7291142,125.1016963,Egang Pharmacy,2,3,1,0,0,0,7,0,0,1001317028.0,U,"17,078",1
4262818041,14.3945445,121.0438754,Red Pharmacy and Convenience Store,2,28,14,0,19,12,85,0,4,1380800006.0,U,"99,725",3
4265726308,15.306356,120.8578533,Saint Anthony Pharmacy,13,2,6,0,1,2,9,0,0,304924009.0,R,"1,971",1
4265803190,15.3062454,120.8574201,Farmacia Toledo,13,2,6,0,1,2,9,0,0,304924009.0,R,"1,971",1
4265804099,15.3069391,120.8581071,Generika Drugs Store,13,2,6,0,1,2,9,0,0,304924009.0,R,"1,971",1
4265808392,15.3219567,120.8779808,COOP,0,0,0,0,2,2,1,0,0,304924013.0,U,"7,271",1
4265808394,14.7036584,121.0530832,,8,22,15,2,14,8,123,0,6,1381300111.0,U,"76,289",3
4265809396,15.3067548,120.8578371,,13,2,6,0,1,2,9,0,0,304924009.0,R,"1,971",1
4266584090,15.4921295,120.9735776,South Star Drug,7,27,14,0,9,21,62,0,10,304903077.0,U,"1,566",3
4266794989,14.8318797,120.7391891,TGP,14,11,3,0,11,2,10,0,1,301409019.0,U,"7,522",1
4269455209,10.3109886,123.892098,Mega Value,6,122,25,2,31,25,479,0,26,730600020.0,U,"12,604",0
4269485790,10.4234085,122.9204909,March Pharmacy,2,2,0,0,0,0,3,0,0,,,,1
4269953095,14.6310092,120.9981831,Mercury Drug,12,129,18,2,29,23,270,0,7,1381300056.0,U,"4,349",3
4270754592,14.5999459,120.9799326,Mercury Drug,11,300,48,0,32,27,599,1,20,1380605002.0,U,"1,020",0
4271016694,15.0508708,120.7004612,Mercury Drug,2,15,7,0,6,2,64,0,17,305416027.0,U,"16,164",1
4271992890,14.6802268,121.0184668,Generika,2,25,11,1,23,7,130,0,14,1381300119.0,U,"38,949",3
4273137990,10.1040264,123.6409031,Sato Pharmacy,0,10,2,0,2,3,13,0,2,702214013.0,U,"2,318",1
4276113901,14.6450986,120.9530313,Mercury Drug,4,23,7,1,11,16,46,2,6,1380900009.0,U,"21,916",3
4278627691,13.9403861,121.6133263,South Star Drug,1,50,17,2,9,5,62,0,8,431200002.0,U,"2,584",3
4278672047,14.4375124,120.9907868,TGP,2,41,10,1,16,17,215,0,5,1380200017.0,U,"43,978",3
4285379989,14.8436546,120.811765,Mediserve,9,39,10,1,8,18,89,0,6,301410045.0,U,"2,402",3
4290216995,10.1616347,123.7075319,Purchaser's Pharmacy,2,0,0,0,1,0,2,0,0,702241018.0,U,"8,948",1
4290216996,10.161832,123.7070673,TGP,2,0,0,0,1,0,2,0,0,702241018.0,U,"8,948",1
4290378590,10.161969,123.7068766,Three Sixty Pharmacy,2,0,0,0,1,0,2,0,0,702241018.0,U,"8,948",1
4290828394,12.9730454,124.0075793,Mercury Drug,4,12,4,0,0,6,10,0,0,506216028.0,U,"2,811",1
4291007889,14.619276,121.103284,Mercury Drug,8,76,14,1,23,26,188,0,23,405805015.0,U,"86,723",3
4292223601,6.1764119,125.1523452,Mt. View Pharmacy,2,0,0,0,5,1,1,0,0,1230800016.0,U,"37,629",1
4295644889,9.7414956,118.7363296,Mercury Drug,3,25,2,0,1,9,99,0,2,1731500059.0,U,782,1
