amenity,operator,Latitude,Longitude,Amenity_Type,Raw_Amenity,OSM_ID,name,addr:city,addr:postcode,addr:street,addr:street:corner,brand,brand:wikidata,brand:wikipedia,healthcare,dispensing,drive_through,access:covid19,addr:village,delivery:covid19,shop,takeaway:covid19,addr2:street,branch,opening_hours,source,source:url,addr:province,mapillary,wheelchair,addr:quarter,brand:facebook,brand:website,description,level,payment:cash,addr:state,addr:housenumber,check_date,contact:phone,payment:credit_cards,payment:debit_cards,payment:qr_code,email,phone,ref:vatin,website,source:name,is_in:city,is_in:zip,addr:housename,facebook,payment:gcash,addr:district,air_conditioning,source:feature,source:position,survey:date,source:ph,opening_hours:covid19,note,contributor:ph,official_name,ph:contributor,addr:street:es,addr:floor,addr:town,addr:unit,addr:municipality,addr:place,alt_name,name:abbr,source_ref,building,image,ele,addr:building,contact:facebook,contact:website,wpt_symbol,addr:country,FIXME,arivac:name,arivac:type_id,arivac:typetxt,roof:material,wall:material,contributor,old_name,fixme,name:en,payment:mastercard,payment:visa,wpt_description,addr:barangay,short_name,not:brand:wikidata,check_date:opening_hours,operational_status,backup_generator,capacity:persons,operator:type,survey:name,water_source,addr:suburb,mobile,addr:city_block,internet_access,payment:cards,addr:housewing,contact:mobile,level:ref,name:it,sym,time,cmt,is_in:town,atm,name:es,emergency,surveillance,surveillance:type,previously,opening_hours:drive_through,operator:wikidata,operator:wikipedia,payment:mastercard_debit,payment:visa_debit,addr:street_1,postal_code,contact:email,layer,addr:neighbourhood,delivery,smoking,wall:material_1,noname,bubbleid,old_addr:street,addr:city:es,name:fr,payment:coins,payment:cryptocurrencies,boutique,addr:subdistrict,admin_level,payment:contactless,strapline,old_addr:housenumber,addr:milestone,floor:material,addr:hamlet,name:ru,San,building:levels,building:material,money_transfer,parking,unisex,nohousenumber,building:use,start_date,addr:block_number,delivery:partner,indoor,room,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,payment:telephone_cards,payment:maya,payment:paymaya,payment:qr_ph,internet_access:ssid,addr:lot,outdoor_seating,name:ceb,Transit,Finance,Education,Retail,Civic,Healthcare,Food_Place,Government,Infrastructure,index_right,adm4_psgc,adm4_en,geo_level,len_crs,area_crs,len_km,area_km2
pharmacy,,14.6355994,121.0944544,Pharmacy,pharmacy,2657882004,Medicam Drugstore,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,62,12,1,32,35,276,0,35,34951.0,1380700010.0,Santo Niño,Bgy,5449.0,1629221.0,5.0,1.0
pharmacy,,14.4225362,120.9416918,Pharmacy,pharmacy,2659461816,Watsons,Imus,4103,Aguinaldo Highway,,Watsons,Q7974785,,pharmacy,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Lumina Point Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,13,0,20,22,100,0,2,10104.0,402109022.0,Tanzang Luma I,Bgy,2425.0,165389.0,2.0,0.0
pharmacy,,14.6368264,121.0971972,Pharmacy,pharmacy,2661627014,TGP,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,74,13,2,31,36,295,0,31,34951.0,1380700010.0,Santo Niño,Bgy,5449.0,1629221.0,5.0,1.0
pharmacy,,12.8413174,120.7755506,Pharmacy,pharmacy,2670209051,AJ Monina Pharmacy,Sablayan,5104,P. Urieta Street,,,,,,no,,,,,,,,,Mo-Su 08:00-19:00,Schadow1 Expeditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,15,0,0,38276.0,1705109002.0,Buenavista,Bgy,7388.0,1904048.0,7.0,1.0
pharmacy,,7.2765246,124.4238623,Pharmacy,pharmacy,2670220564,TGP,,,Davao-Cotabato National Highway,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,5,0,0,32972.0,1204711031.0,Poblacion I,Bgy,4300.0,798873.0,4.0,0.0
pharmacy,,7.2778741,124.4224754,Pharmacy,pharmacy,2673013319,Farmacia Villarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,5,0,0,32973.0,1204711032.0,Poblacion II,Bgy,4175.0,1037348.0,4.0,1.0
pharmacy,,7.2778705,124.4228282,Pharmacy,pharmacy,2673018118,Farmacia Yan-Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,5,0,0,32973.0,1204711032.0,Poblacion II,Bgy,4175.0,1037348.0,4.0,1.0
pharmacy,,12.8417405,120.7755512,Pharmacy,pharmacy,2674211244,TGP,Sablayan,5104,M. Papa Street,,,,,pharmacy,no,,,,,,,,,Mo-Su 08:00-19:00,Schadow1 Expeditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,15,0,0,38276.0,1705109002.0,Buenavista,Bgy,7388.0,1904048.0,7.0,1.0
pharmacy,,12.8418105,120.7754190,Pharmacy,pharmacy,2674211252,Mercury Drug,Sablayan,5104,M. Papa Street,,,,,,no,,,,,,,,,Mo-Su 08:00-19:00,Schadow1 Expeditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,15,0,0,38276.0,1705109002.0,Buenavista,Bgy,7388.0,1904048.0,7.0,1.0
pharmacy,,14.6345890,121.0584952,Pharmacy,pharmacy,2674513587,TGP,Quezon City,,Kamias Road,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,Anonas Extension,,,,,,,,,,,,,,,139A,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,146,31,3,35,38,697,0,54,35344.0,1381300113.0,Sikatuna Village,Bgy,2972.0,415110.0,2.0,0.0
pharmacy,,14.5311762,121.1531384,Pharmacy,pharmacy,2674913137,Evangeline's Pharmacy,Angono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,5,2,3,3,33,0,6,12458.0,405801009.0,San Isidro,Bgy,14914.0,5437901.0,14.0,5.0
pharmacy,,7.4219704,125.8280663,Pharmacy,pharmacy,2679645934,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,2,4,0,3,31671.0,1102319001.0,Apokon,Bgy,19630.0,7772743.0,19.0,7.0
pharmacy,,14.2637361,121.0742398,Pharmacy,pharmacy,2689610784,TGP,Santa Rosa,4026,Santa Rosa - Tagaytay Road,,TGP,Q61948677,,pharmacy,no,,,,,,,,,,,,,,,,https://www.facebook.com/tgpthegenericspharmacy,https://tgp.com.ph/,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,0,4,0,15,0,1,11203.0,403428006.0,Don Jose,Bgy,26985.0,17220572.0,26.0,17.0
pharmacy,,14.8867489,120.2434086,Pharmacy,pharmacy,2702227517,Botika ng Bayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,23,10,34,0,4,8475.0,307114014.0,Mangan-Vaca,Bgy,17742.0,10352860.0,17.0,10.0
pharmacy,,10.3844396,124.9820989,Pharmacy,pharmacy,2716704164,The Generics Pharmacy,,,Osmeña Street,,The Generics Pharmacy,Q61948677,,pharmacy,,,,,,,,Rizal Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sogod,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,4,0,5,5,28,0,0,27245.0,806417030.0,Zone IV,Bgy,1093.0,56718.0,1.0,0.0
pharmacy,,6.1254750,125.1938552,Pharmacy,pharmacy,2722408016,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,1,0,2,7,71,0,1,33730.0,1230800011.0,Lagao,Bgy,17061.0,11962614.0,17.0,11.0
pharmacy,,10.3293323,124.7889195,Pharmacy,pharmacy,2724501238,TGP,Bato,6525,Jose Rizal Street,,The Generics Pharmacy,Q61948677,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,2,0,7,0,0,24007.0,803707016.0,Iniguihan District,Bgy,1808.0,152436.0,1.0,0.0
pharmacy,,6.1178096,125.1797319,Pharmacy,pharmacy,2725009731,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,43,7,0,8,13,114,0,2,33730.0,1230800011.0,Lagao,Bgy,17061.0,11962614.0,17.0,11.0
pharmacy,,14.2743366,120.7362679,Pharmacy,pharmacy,2725381429,Polar Air Drug,,,Riel Street,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,0,6,0,8,0,0,10273.0,402113018.0,Poblacion I A,Bgy,1375.0,76823.0,1.0,0.0
pharmacy,,11.1592815,124.9893790,Pharmacy,pharmacy,2726268893,TGP,,,,,,,,pharmacy,,,,,,,,,,06:00-18:00,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,2,5,2,32,0,0,24982.0,803739021.0,Cavite East,Bgy,2560.0,281181.0,2.0,0.0
pharmacy,,14.8785938,120.2341783,Pharmacy,pharmacy,2727954031,CND Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,22,10,40,0,5,8469.0,307114004.0,Baraca-Camachile,Bgy,2426.0,245418.0,2.0,0.0
pharmacy,,14.2936269,120.9390107,Pharmacy,pharmacy,2728882750,Generika Drugstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,2,1,4,3,19,0,1,9965.0,402106005.0,Langkaan I,Bgy,16466.0,8215894.0,16.0,8.0
pharmacy,,10.3072882,123.8962139,Pharmacy,pharmacy,2731217235,ThreeSixty Pharmacy,Cebu,6000,F. Ramos Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,150,23,2,26,27,488,0,26,23126.0,730600070.0,Santa Cruz,Bgy,2369.0,228933.0,2.0,0.0
pharmacy,,14.6859859,120.9766588,Pharmacy,pharmacy,2738967411,Dr. Watson,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,11,2,27,19,147,0,7,35440.0,1381600008.0,Karuhatan,Bgy,6660.0,1902160.0,6.0,1.0
pharmacy,,10.6674400,122.9456002,Pharmacy,pharmacy,2741116876,Mercury Drug,,,Araneta Street,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52,4,2,13,10,124,0,0,19964.0,630200008.0,Barangay 13,Bgy,2425.0,183351.0,2.0,0.0
pharmacy,,14.7749824,121.0449322,Pharmacy,pharmacy,2750034532,Save More Drugstore,Caloocan,,Old Zabarte Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phase 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,5,16,9,24,2,2,33927.0,1380100176.0,Barangay 176,Bgy,14249.0,4539838.0,14.0,4.0
pharmacy,,14.8779277,120.2342369,Pharmacy,pharmacy,2755606073,Subic Drug Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,23,10,40,0,5,8469.0,307114004.0,Baraca-Camachile,Bgy,2426.0,245418.0,2.0,0.0
pharmacy,,14.8777961,120.2344113,Pharmacy,pharmacy,2755606082,Botika Ng Bayan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,23,10,40,0,5,8469.0,307114004.0,Baraca-Camachile,Bgy,2426.0,245418.0,2.0,0.0
pharmacy,,14.8779493,120.2340356,Pharmacy,pharmacy,2755671650,Generica DrugStore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,23,10,40,0,5,8469.0,307114004.0,Baraca-Camachile,Bgy,2426.0,245418.0,2.0,0.0
pharmacy,,14.8778249,120.2338764,Pharmacy,pharmacy,2755691516,Corpuz Drugstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,23,10,40,0,5,8469.0,307114004.0,Baraca-Camachile,Bgy,2426.0,245418.0,2.0,0.0
pharmacy,,14.8778004,120.2339216,Pharmacy,pharmacy,2755691521,Olongapo Drugstore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,2,23,10,40,0,5,8469.0,307114004.0,Baraca-Camachile,Bgy,2426.0,245418.0,2.0,0.0
pharmacy,,14.6480357,120.9732524,Pharmacy,pharmacy,2758903901,New Mabini Drugstore,,,,,,,,pharmacy,,,,,,,,,,,Benta Serbisyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,85,23,3,34,30,116,1,18,33771.0,1380100020.0,Barangay 20,Bgy,1631.0,112072.0,1.0,0.0
pharmacy,,16.4305692,120.3434877,Pharmacy,pharmacy,2770190008,Farmacia Purita,,,,,,,,,,,,,,,,,,,Benta Serbisyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,3,0,0,1583.0,103309007.0,Poblacion Sur,Bgy,3345.0,364505.0,3.0,0.0
pharmacy,,16.5292422,120.3299880,Pharmacy,pharmacy,2770208909,Mercury Drug,,,,,,,,,,,,,,,,,,,Benta Serbisyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,2,0,2,1,16,0,0,1539.0,103307014.0,Central East,Bgy,4135.0,889254.0,4.0,0.0
pharmacy,,16.5904803,120.3196272,Pharmacy,pharmacy,2770237328,Curamed Pharmacy,,,,,,,,,,,,,,,,,,,Benta Serbisyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,0,6,4,53,0,0,1773.0,103314057.0,Sevilla,Bgy,9811.0,2104356.0,9.0,2.0
pharmacy,,17.0900694,120.9769448,Pharmacy,pharmacy,2777362580,TGP,Poblacion,2616,Bontoc - Tabuk Road,,,,,pharmacy,,no,,,,,,,,08:00-19:00,,,,,,,,,,,,,Room 203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,TGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,1,1,1,2,27,0,0,36309.0,1404404016.0,Poblacion,Bgy,2999.0,373217.0,2.0,0.0
pharmacy,,6.9064480,122.0773683,Pharmacy,pharmacy,2779121769,Cecile's Pharmacy and Grocery,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,72,11,0,6,4,69,0,1,29383.0,931700063.0,Barangay Zone III,Bgy,5732.0,553350.0,5.0,0.0
pharmacy,,6.9065154,122.0755064,Pharmacy,pharmacy,2779582863,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,72,10,0,6,4,71,0,1,29382.0,931700062.0,Barangay Zone II,Bgy,1868.0,152056.0,1.0,0.0
pharmacy,,14.5824106,121.0445587,Pharmacy,pharmacy,2780761217,Southstar Drug,Mandaluyong,,Nueve de Pebrero Street,,Southstar Drug,Q7568544,,pharmacy,yes,,,,,,,,,,,,Metro Manila,467992817649688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,307,13,4,21,24,609,0,64,34020.0,1380500017.0,Mauway,Bgy,4179.0,657428.0,4.0,0.0
pharmacy,,6.9149018,122.0762841,Pharmacy,pharmacy,2784737055,Ciudad Medical Pharmacy,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,76,13,1,9,5,79,0,1,29419.0,931700099.0,Camino Nuevo,Bgy,3555.0,731807.0,3.0,0.0
pharmacy,,6.9150849,122.0796234,Pharmacy,pharmacy,2785225738,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,78,13,0,7,4,79,0,1,29407.0,931700087.0,Tetuan,Bgy,9351.0,2998733.0,9.0,2.0
pharmacy,,6.9628430,122.1334756,Pharmacy,pharmacy,2787512516,Mercedes Shell Drug Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,29422.0,931700102.0,Pasobolong,Bgy,8771.0,3032735.0,8.0,3.0
pharmacy,,14.5774561,120.9869419,Pharmacy,pharmacy,2787824412,PGH Main Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,192,18,1,32,53,621,1,18,34684.0,1380608011.0,Barangay 669,Bgy,1980.0,245563.0,1.0,0.0
